"id"	"sheet_no"	"cas"	"cas_no"	"goods_name"
"6867"	"表2"	"89339-16-2"	"89339-16-2"	"4'-羟基可卡因"
"6868"	"表2"	"21030-42-2"	"21030-42-2"	"rac-别古柯碱"
"6869"	"表2"	"21030-50-2"	"21030-50-2"	"rac-别伪古柯碱，盐酸盐"
"6870"	"表2"	"668-19-9"	"668-19-9"	"别古柯碱"
"6871"	"表2"	"109582-53-8"	"109582-53-8"	"别伪古柯碱，盐酸盐"
"6872"	"表4"	"18717-72-1[易燃溶剂溶液]"	"18717-72-1"	"去甲古柯碱，盐酸盐，溶液"
"6873"	"表4"	"18717-72-1"	"18717-72-1"	"去甲古柯碱，盐酸盐"
"6874"	"表2"	"6363-57-1"	"6363-57-1"	"伪古柯碱，盐酸盐"
"6875"	"表2"	"478-73-9"	"478-73-9"	"伪古柯碱"
"6876"	"表2"	"24221-86-1"	"24221-86-1"	"(1S,2R)-2-甲氨基-1-苯基-1-丙醇，盐酸盐"
"6877"	"表2"	"57-27-2"	"57-27-2"	"吗啡"
"6878"	"表2"	"6211-15-0"	"6211-15-0"	"吗啡，硫酸盐，五水"
"6879"	"表2"	"6009-81-0"	"6009-81-0"	"吗啡，一水"
"6880"	"表2"	"125-30-4"	"125-30-4"	"乙基吗啡，盐酸盐"
"6881"	"表2"	"76-58-4"	"76-58-4"	"乙基吗啡"
"6882"	"表2"	"850-57-7"	"850-57-7"	"蒂巴因，盐酸盐"
"6883"	"表2"	"3176-03-2"	"3176-03-2"	"羟蒂巴酚"
"6884"	"表2"	"357-07-3"	"357-07-3"	"羟吗啡酮，盐酸盐"
"6885"	"表2"	"76-41-5"	"76-41-5"	"羟吗啡酮"
"6886"	"表2"	"466-99-9"	"466-99-9"	"氢吗啡酮"
"6887"	"表2"	"71-68-1"	"71-68-1"	"氢吗啡酮，盐酸盐"
"6888"	"表2"	"479081-35-1"	"479081-35-1"	"氢吗啡酮-3-硫酸酯"
"6889"	"表2"	"26626-12-0"	"26626-12-0"	"6β-双氢吗啡"
"6890"	"表2"	"509-60-4"	"509-60-4"	"双氢吗啡"
"6891"	"表4"	"68254-48-8[甲醇溶液]"	"68254-48-8"	"10-氧代吗啡，甲醇溶液"
"6892"	"表4"	"68254-48-8"	"68254-48-8"	"10-氧代吗啡"
"6893"	"表2"	"54934-75-7"	"54934-75-7"	"6β-氢吗啡醇"
"6894"	"表2"	"466-94-4"	"466-94-4"	"β-异吗啡"
"6895"	"表2"	"427-00-9"	"427-00-9"	"地索吗啡"
"6896"	"表2"	"6078-37-1"	"6078-37-1"	"地索吗啡，硫酸盐"
"6897"	"表2"	"6078-36-0"	"6078-36-0"	"地索吗啡，盐酸盐"
"6898"	"表2"	"561-27-3"	"561-27-3"	"海洛因"
"6899"	"表2"	"509-56-8"	"509-56-8"	"甲二氢吗啡"
"6900"	"表4"	"20290-09-9"	"20290-09-9"	"吗啡-3-β-D-葡萄糖苷酸"
"6901"	"表4"	"20290-09-9[甲醇溶液]"	"20290-09-9"	"吗啡-3-β-D-葡萄糖苷酸，甲醇溶液"
"6902"	"表2"	"35764-55-7"	"35764-55-7"	"吗啡-3-硫酸酯"
"6903"	"表4"	"20290-10-2"	"20290-10-2"	"吗啡-6-β-D-葡萄糖苷酸"
"6904"	"表4"	"20290-10-2[甲醇溶液]"	"20290-10-2"	"吗啡-6-β-D-葡萄糖苷酸，甲醇溶液"
"6905"	"表2"	"639-46-3"	"639-46-3"	"吗啡-N-氧化物"
"6906"	"表2"	"125-23-5"	"125-23-5"	"吗啡甲溴化物"
"6907"	"表2"	"639-48-5"	"639-48-5"	"尼可吗啡"
"6908"	"表2"	"35055-78-8"	"35055-78-8"	"尼可吗啡，盐酸盐"
"6909"	"表2"	"2183-56-4"	"2183-56-4"	"氢吗啡醇"
"6910"	"表2"	"3372-02-9"	"3372-02-9"	"去甲吗啡，盐酸盐"
"6911"	"表2"	"466-97-7"	"466-97-7"	"去甲吗啡"
"6912"	"表2"	"113-15-5"	"113-15-5"	"麦角胺"
"6913"	"表2"	"129-51-1"	"129-51-1"	"麦角新碱，马来酸盐"
"6914"	"表2"	"60-79-7"	"60-79-7"	"麦角新碱"
"6915"	"表2"	"124-87-8"	"124-87-8"	"木防己苦毒素"
"6916"	"表2"	"11018-89-6"	"11018-89-6"	"乌本苷，八水"
"6917"	"表2"	"630-60-4"	"630-60-4"	"乌本苷"
"6918"	"表2"	"482-76-8"	"482-76-8"	"罂粟醇"
"6919"	"表2"	"61-25-6"	"61-25-6"	"罂粟碱，盐酸盐"
"6920"	"表2"	"58-74-2"	"58-74-2"	"罂粟碱"
"6921"	"表2"	"6019-06-3"	"6019-06-3"	"(-)-烟碱，二-D-酒石酸盐，二水"
"6922"	"表2"	"65-31-6"	"65-31-6"	"(-)-烟碱，二-D-酒石酸盐"
"6923"	"表4"	"65-30-5[溶液]"	"65-30-5"	"(-)-烟碱，硫酸盐，溶液"
"6924"	"表4"	"65-30-5"	"65-30-5"	"(-)-烟碱，硫酸盐"
"6925"	"表2"	"29790-52-1"	"29790-52-1"	"(-)-烟碱，水杨酸盐"
"6926"	"表4"	"2820-51-1[溶液]"	"2820-51-1"	"(-)-烟碱，盐酸盐，溶液"
"6927"	"表4"	"2820-51-1"	"2820-51-1"	"(-)-烟碱，盐酸盐"
"6928"	"表4"	"54-11-5"	"54-11-5"	"(-)-烟碱"
"6929"	"表4"	"54-11-5[甲醇溶液]"	"54-11-5"	"(-)-烟碱[甲醇溶液]"
"6930"	"表2"	"22083-74-5"	"22083-74-5"	"(±)-烟碱"
"6931"	"表2"	"63951-45-1"	"63951-45-1"	"4,9-环氧-3-(2-羟基-2-甲基丁酸酯)15-(S)2-甲基丁酸酯),[3β(S),4α,7α,15α(R),16β]-瑟文-3,4,7,14,15,16,20-庚醇"
"6932"	"表2"	"2763-96-4"	"2763-96-4"	"5-(氨基甲基)-3-异恶唑醇"
"6933"	"表2"	"144-14-9"	"144-14-9"	"阿尼利定"
"6934"	"表2"	"126-12-5"	"126-12-5"	"阿尼利定，二盐酸盐"
"6935"	"表2"	"53421-22-0"	"53421-22-0"	"阿尼利定，盐酸盐"
"6936"	"表2"	"467-04-9"	"467-04-9"	"奥列巴文"
"6937"	"表2"	"56-25-7"	"56-25-7"	"斑蝥素"
"6938"	"表2"	"3810-80-8"	"3810-80-8"	"地芬诺酯，盐酸盐"
"6939"	"表2"	"915-30-0"	"915-30-0"	"地芬诺酯"
"6940"	"表2"	"11005-63-3"	"11005-63-3"	"毒毛旋花苷 K"
"6941"	"表4"	"5355-16-8[易燃溶剂溶液]"	"5355-16-8"	"二氨藜芦啶，溶液"
"6942"	"表4"	"5355-16-8"	"5355-16-8"	"二氨藜芦啶"
"6943"	"表2"	"5893-91-4"	"5893-91-4"	"海洛因，盐酸盐，一水"
"6944"	"表2"	"1502-95-0"	"1502-95-0"	"海洛因，盐酸盐"
"6945"	"表4"	"58-08-2[甲醇溶液]"	"58-08-2"	"咖啡因，甲醇溶液"
"6946"	"表2"	"5743-12-4"	"5743-12-4"	"咖啡因，一水"
"6947"	"表4"	"58-08-2"	"58-08-2"	"咖啡因"
"6948"	"表1"	"5892-11-5"	"145428-94-0"	"马钱子碱，二水"
"6949"	"表2"	"5892-11-5"	"5892-11-5"	"马钱子碱，二水"
"6950"	"表2"	"60583-39-3"	"60583-39-3"	"马钱子碱，硫酸盐，七水"
"6951"	"表2"	"652154-10-4"	"652154-10-4"	"马钱子碱，硫酸盐，水合"
"6952"	"表2"	"4845-99-2"	"4845-99-2"	"马钱子碱，硫酸盐"
"6953"	"表2"	"5786-96-9"	"5786-96-9"	"马钱子碱，盐酸盐"
"6954"	"表2"	"357-57-3"	"357-57-3"	"马钱子碱"
"6955"	"表2"	"379-79-3"	"379-79-3"	"麦角胺，酒石酸盐"
"6956"	"表2"	"124-90-3"	"124-90-3"	"羟考酮，盐酸盐"
"6957"	"表2"	"25968-91-6"	"25968-91-6"	"氢可酮，盐酸盐"
"6958"	"表2"	"34195-34-1"	"34195-34-1"	"氢可酮，重酒石酸盐，2.5水"
"6959"	"表2"	"143-71-5"	"143-71-5"	"氢可酮，重酒石酸盐"
"6960"	"表2"	"125-29-1"	"125-29-1"	"氢可酮"
"6961"	"表2"	"520-52-5"	"520-52-5"	"赛洛西宾"
"6962"	"表2"	"4752-84-5"	"4752-84-5"	"双氢可待因-6-磷酸酯"
"6963"	"表2"	"7083-71-8"	"7083-71-8"	"吐根碱，二盐酸盐，水合"
"6964"	"表2"	"73713-75-4"	"73713-75-4"	"吐根碱，二盐酸盐，四水"
"6965"	"表2"	"316-42-7"	"316-42-7"	"吐根碱，二盐酸盐"
"6966"	"表2"	"14198-59-5"	"14198-59-5"	"吐根碱，盐酸盐"
"6967"	"表2"	"483-18-1"	"483-18-1"	"吐根碱"
"6968"	"表2"	"102043-42-5"	"102043-42-5"	"伪可待因，盐酸盐"
"6969"	"表2"	"302-27-2"	"302-27-2"	"乌头碱"
"6970"	"表2"	"561-20-6"	"561-20-6"	"硝基马钱子碱"
"6971"	"表2"	"51-43-4"	"51-43-4"	"L-肾上腺素"
"6972"	"表4"	"7060-74-4[易燃溶剂溶液]"	"7060-74-4"	"竹桃霉素，磷酸盐，溶液"
"6973"	"表4"	"7060-74-4"	"7060-74-4"	"竹桃霉素，磷酸盐"
"6974"	"表4"	"16423-19-1[甲醇溶液]"	"16423-19-1"	"(±)-土味素，甲醇溶液"
"6975"	"表4"	"16423-19-1"	"16423-19-1"	"(±)-土味素"
"6976"	"表4"	"50722-38-8"	"50722-38-8"	"3-乙酰脱氧雪腐镰刀菌烯醇"
"6977"	"表4"	"50722-38-8[易燃溶剂溶液]"	"50722-38-8"	"3-乙酰脱氧雪腐镰刀菌烯醇，溶液"
"6978"	"表2"	"434-16-2"	"434-16-2"	"7-脱氢胆甾醇"
"6979"	"表4"	"57-91-0[易燃溶剂溶液]"	"57-91-0"	"α-雌二醇，溶液"
"6980"	"表4"	"57-91-0"	"57-91-0"	"α-雌二醇"
"6981"	"表4"	"50-28-2[易燃溶剂溶液]"	"50-28-2"	"β-雌二醇，溶液"
"6982"	"表4"	"50-28-2"	"50-28-2"	"β-雌二醇"
"6983"	"表2"	"9009-86-3"	"9009-86-3"	"蓖麻毒素"
"6984"	"表4"	"53-16-7[易燃溶剂溶液]"	"53-16-7"	"雌酚酮，溶液"
"6985"	"表4"	"53-16-7"	"53-16-7"	"雌酚酮"
"6986"	"表2"	"1402-38-6"	"1402-38-6"	"放线菌素"
"6987"	"表2"	"50-76-0"	"50-76-0"	"放线菌素 D"
"6988"	"表4"	"1162-65-8"	"1162-65-8"	"黄曲霉素 B1"
"6989"	"表4"	"7220-81-7"	"7220-81-7"	"黄曲霉素 B2"
"6990"	"表4"	"1165-39-5"	"1165-39-5"	"黄曲霉素 G1"
"6991"	"表4"	"7241-98-7"	"7241-98-7"	"黄曲霉素 G2"
"6992"	"表4"	"6795-23-9[易燃溶剂溶液]"	"6795-23-9"	"黄曲霉素 M1，溶液"
"6993"	"表4"	"6795-23-9"	"6795-23-9"	"黄曲霉素 M1"
"6994"	"表4"	"6885-57-0"	"6885-57-0"	"黄曲霉素 M2"
"6995"	"表4"	"1162-65-8[易燃溶剂溶液]"	"1162-65-8"	"黄曲霉素B1，溶液"
"6996"	"表4"	"7220-81-7[易燃溶剂溶液]"	"7220-81-7"	"黄曲霉素B2，溶液"
"6997"	"表4"	"1165-39-5[易燃溶剂溶液]"	"1165-39-5"	"黄曲霉素G1，溶液"
"6998"	"表4"	"7241-98-7[易燃溶剂溶液]"	"7241-98-7"	"黄曲霉素G2，溶液"
"6999"	"表4"	"6885-57-0[易燃溶剂溶液]"	"6885-57-0"	"黄曲霉素M2，溶液"
"7000"	"表2"	"35554-08-6"	"35554-08-6"	"甲藻毒素，二盐酸盐"
"7001"	"表2"	"35523-89-8"	"35523-89-8"	"甲藻毒素"
"7002"	"表4"	"118399-22-7[甲醇溶液]"	"118399-22-7"	"节球毒素，甲醇溶液"
"7003"	"表4"	"118399-22-7"	"118399-22-7"	"节球毒素"
"7004"	"表2"	"1397-94-0"	"1397-94-0"	"抗霉素 A"
"7005"	"表2"	"23255-69-8"	"23255-69-8"	"镰刀菌酮 X"
"7006"	"表4"	"56-75-7[易燃溶剂溶液]"	"56-75-7"	"氯霉素，溶液"
"7007"	"表4"	"56-75-7[水溶液]"	"56-75-7"	"氯霉素，水溶液"
"7008"	"表4"	"56-75-7"	"56-75-7"	"氯霉素"
"7009"	"表2"	"50-07-7"	"50-07-7"	"丝裂霉素 C"
"7010"	"表4"	"70288-86-7[易燃溶剂溶液]"	"70288-86-7"	"依维菌素，溶液"
"7011"	"表4"	"70288-86-7"	"70288-86-7"	"依维菌素"
"7012"	"表2"	"37203-43-3"	"37203-43-3"	"赭曲毒素"
"7013"	"表2"	"303-47-9"	"303-47-9"	"赭曲霉素 A"
"7014"	"表2"	"10379-14-3"	"10379-14-3"	"四氢西泮"
"7015"	"表2"	"20380-58-9"	"20380-58-9"	"替利定"
"7016"	"表2"	"27107-79-5"	"27107-79-5"	"替利定，盐酸盐"
"7017"	"表4"	"34596-11-7[甲醇溶液]"	"34596-11-7"	"去甲替利定，盐酸盐，甲醇溶液"
"7018"	"表4"	"34596-11-7"	"34596-11-7"	"去甲替利定，盐酸盐"
"7019"	"表4"	"28804-88-8"	"28804-88-8"	"二甲基萘，异构体混合物"
"7020"	"表4"	"28804-88-8[易燃溶剂溶液]"	"28804-88-8"	"二甲基萘，异构体混合物，溶液"
"7021"	"表4"	"4825-86-9[易燃溶剂溶液]"	"4825-86-9"	"赭曲霉素 B，溶液"
"7022"	"表4"	"4825-86-9"	"4825-86-9"	"赭曲霉素 B"
"7023"	"表4"	"86-73-7[甲醇溶液]"	"86-73-7"	"芴，甲醇溶液"
"7024"	"表4"	"86-73-7[易燃溶剂溶液]"	"86-73-7"	"芴，溶液"
"7025"	"表4"	"86-73-7"	"86-73-7"	"芴"
"7026"	"表4"	"153-78-6[易燃溶剂溶液]"	"153-78-6"	"2-氨基芴，溶液"
"7027"	"表4"	"153-78-6"	"153-78-6"	"2-氨基芴"
"7028"	"表4"	"607-57-8"	"607-57-8"	"2-硝基芴"
"7029"	"表4"	"607-57-8[易燃溶剂溶液]"	"607-57-8"	"2-硝基芴，溶液"
"7030"	"表2"	"5405-53-8"	"5405-53-8"	"2,7-二硝基芴"
"7031"	"表2"	"604-75-1"	"604-75-1"	"奥沙西泮"
"7032"	"表2"	"1824-74-4"	"1824-74-4"	"奥沙西泮-3-乙酸酯"
"7033"	"表2"	"439-14-5"	"439-14-5"	"地西泮"
"7034"	"表2"	"3900-31-0"	"3900-31-0"	"氟地西泮"
"7035"	"表2"	"1172-18-5"	"1172-18-5"	"氟西泮，二盐酸盐"
"7036"	"表2"	"17617-23-1"	"17617-23-1"	"氟西泮"
"7037"	"表4"	"1622-62-4[甲醇溶液]"	"1622-62-4"	"氟硝西泮，甲醇溶液"
"7038"	"表4"	"1622-62-4"	"1622-62-4"	"氟硝西泮"
"7039"	"表4"	"2558-30-7[甲醇溶液]"	"2558-30-7"	"去甲氟硝西泮，甲醇溶液"
"7040"	"表4"	"2558-30-7"	"2558-30-7"	"去甲氟硝西泮"
"7041"	"表2"	"23092-17-3"	"23092-17-3"	"哈拉西泮"
"7042"	"表2"	"846-49-1"	"846-49-1"	"劳拉西泮"
"7043"	"表2"	"2848-96-6"	"2848-96-6"	"劳拉西泮-3-乙酸酯"
"7044"	"表2"	"1622-61-3"	"1622-61-3"	"氯硝西泮"
"7045"	"表4"	"41993-30-0"	"41993-30-0"	"5-(2-氯苯基)-1,3-二氢-7-乙酰氨基-2H-1,4-苯并二氮杂卓-2-酮"
"7046"	"表4"	"41993-30-0[甲醇溶液]"	"41993-30-0"	"5-(2-氯苯基)-1,3-二氢-7-乙酰氨基-2H-1,4-苯并二氮杂卓-2-酮，甲醇溶液"
"7047"	"表2"	"2898-11-5"	"2898-11-5"	"美达西泮，盐酸盐"
"7048"	"表2"	"2898-12-6"	"2898-12-6"	"美达西泮"
"7049"	"表4"	"81-81-2"	"81-81-2"	"华法灵"
"7050"	"表4"	"56073-07-5[甲醇溶液]"	"56073-07-5"	"敌拿鼠，甲醇溶液"
"7051"	"表4"	"56073-07-5"	"56073-07-5"	"敌拿鼠"
"7052"	"表4"	"117-52-2[易燃溶剂溶液]"	"117-52-2"	"克灭鼠，溶液"
"7053"	"表4"	"117-52-2"	"117-52-2"	"克灭鼠"
"7054"	"表2"	"5836-29-3"	"5836-29-3"	"杀鼠迷"
"7055"	"表2"	"83-26-1"	"83-26-1"	"鼠完"
"7056"	"表2"	"28772-56-7"	"28772-56-7"	"溴敌隆"
"7057"	"表2"	"56073-10-0"	"56073-10-0"	"溴联苯杀鼠迷"
"7058"	"表4"	"13132-73-5"	"13132-73-5"	"3-羟基溴西泮"
"7059"	"表2"	"5796-31-6"	"5796-31-6"	"芽子碱，盐酸盐"
"7060"	"表2"	"481-37-8"	"481-37-8"	"芽子碱"
"7061"	"表4"	"519-09-5[甲醇溶液]"	"519-09-5"	"苯甲酰芽子碱，甲醇溶液"
"7062"	"表4"	"519-09-5"	"519-09-5"	"苯甲酰芽子碱"
"7063"	"表2"	"481-38-9"	"481-38-9"	"伪芽子碱"
"7064"	"表4"	"70939-97-8[易燃溶剂溶液]"	"70939-97-8"	"芽子碱乙酯，溶液"
"7065"	"表4"	"70939-97-8"	"70939-97-8"	"芽子碱乙酯"
"7066"	"表2"	"646-06-0"	"646-06-0"	"1,3-二氧五环"
"7067"	"表2"	"123-91-1"	"123-91-1"	"1,4-二氧六环"
"7068"	"表2"	"1721-93-3"	"1721-93-3"	"1-甲基异喹啉"
"7069"	"表2"	"1125-80-0"	"1125-80-0"	"3-甲基异喹啉"
"7070"	"表2"	"1196-39-0"	"1196-39-0"	"4-甲基异喹啉"
"7071"	"表2"	"62882-01-3"	"62882-01-3"	"5-甲基异喹啉"
"7072"	"表2"	"42398-73-2"	"42398-73-2"	"6-甲基异喹啉"
"7073"	"表2"	"54004-38-5"	"54004-38-5"	"7-甲基异喹啉"
"7074"	"表2"	"62882-00-2"	"62882-00-2"	"8-甲基异喹啉"
"7075"	"表4"	"10311-84-9[甲醇溶液]"	"10311-84-9"	"氯亚磷，甲醇溶液"
"7076"	"表4"	"10311-84-9[易燃溶剂溶液]"	"10311-84-9"	"氯亚磷，溶液"
"7077"	"表4"	"10311-84-9"	"10311-84-9"	"氯亚磷"
"7078"	"表2"	"335161-24-5"	"335161-24-5"	"1-(5-氟戊基)-3-(1-萘甲酰基)吲哚"
"7079"	"表2"	"208987-48-8"	"208987-48-8"	"1-丁基-3-(1-萘甲酰基)吲哚"
"7080"	"表2"	"209414-07-3"	"209414-07-3"	""
"7081"	"表4"	"95-13-6"	"95-13-6"	"茚"
"7082"	"表4"	"95-13-6[甲醇溶液]"	"95-13-6"	"茚，甲醇溶液"
"7083"	"表2"	"2338-18-3"	"2338-18-3"	"2-氨基茚满，盐酸盐"
"7084"	"表2"	"2975-41-9"	"2975-41-9"	"2-氨基茚满"
"7085"	"表4"	"116-66-5[易燃溶剂溶液]"	"116-66-5"	"1,1,3,3,5-五甲基-4,6-二硝基茚，溶液"
"7086"	"表4"	"116-66-5"	"116-66-5"	"1,1,3,3,5-五甲基-4,6-二硝基茚"
"7087"	"表4"	"76-44-8[甲醇溶液]"	"76-44-8"	"七氯，甲醇溶液"
"7088"	"表4"	"76-44-8[易燃溶剂溶液]"	"76-44-8"	"七氯，溶液"
"7089"	"表4"	"76-44-8"	"76-44-8"	"七氯"
"7090"	"表4"	"33543-31-6"	"33543-31-6"	"2-甲基荧蒽"
"7091"	"表4"	"33543-31-6[易燃溶剂溶液]"	"33543-31-6"	"2-甲基荧蒽，溶液"
"7092"	"表4"	"207-08-9[丙酮溶液]"	"207-08-9"	"11,12-苯并荧蒽，丙酮溶液"
"7093"	"表4"	"207-08-9[甲醇溶液]"	"207-08-9"	"11,12-苯并荧蒽，甲醇溶液"
"7094"	"表4"	"207-08-9[有毒溶剂溶液]"	"207-08-9"	"11,12-苯并荧蒽，溶液"
"7095"	"表4"	"207-08-9"	"207-08-9"	"11,12-苯并荧蒽"
"7096"	"表4"	"207-08-9[易燃溶剂溶液]"	"207-08-9"	"11,12-苯并荧蒽，溶液"
"7097"	"表4"	"205-99-2[易燃溶剂溶液]"	"205-99-2"	"3,4-苯并荧蒽，溶液"
"7098"	"表4"	"205-99-2"	"205-99-2"	"3,4-苯并荧蒽"
"7099"	"表4"	"90-46-0[甲醇溶液]"	"90-46-0"	"占吨醇，甲醇溶液"
"7100"	"表4"	"90-46-0"	"90-46-0"	"占吨醇"
"7101"	"表4"	"23644-60-2[甲醇溶液]"	"23644-60-2"	"DL-赤式-哌醋甲酯，盐酸盐，甲醇溶液"
"7102"	"表4"	"23644-60-2"	"23644-60-2"	"DL-赤式-哌醋甲酯，盐酸盐"
"7103"	"表2"	"23655-65-4"	"23655-65-4"	"DL-苏式-哌醋甲酯，盐酸盐"
"7104"	"表2"	"29419-97-4"	"29419-97-4"	"D-赤式-哌醋甲酯，盐酸盐"
"7105"	"表2"	"19262-68-1"	"19262-68-1"	"D-苏式-哌醋甲酯，盐酸盐"
"7106"	"表2"	"40431-63-8"	"40431-63-8"	"L-赤式-哌醋甲酯，盐酸盐"
"7107"	"表2"	"40572-71-2"	"40572-71-2"	"L-苏式-哌醋甲酯，盐酸盐"
"7108"	"表2"	"29419-95-2"	"29419-95-2"	"L-苏式-哌醋甲酯"
"7109"	"表2"	"298-59-9"	"298-59-9"	"哌醋甲酯，盐酸盐"
"7110"	"表2"	"113-45-1"	"113-45-1"	"哌醋甲酯"
"7111"	"表2"	"1150244-39-5"	"1150244-39-5"	"O,O-二乙基-O-(6-二乙胺次甲基-2,4-二氯)苯基硫代磷酸酯，盐酸盐"
"7112"	"表2"	"99294-93-6"	"99294-93-6"	"唑吡坦，半酒石酸盐"
"7113"	"表2"	"82626-48-0"	"82626-48-0"	"唑吡坦"
"7114"	"表4"	"109461-65-6[易燃溶剂溶液]"	"109461-65-6"	"苯基-4-甲酸替唑吡坦，溶液"
"7115"	"表4"	"109461-65-6"	"109461-65-6"	"苯基-4-甲酸替唑吡坦"
"7116"	"表4"	"288-88-0[易燃溶剂溶液]"	"288-88-0"	"1,2,4-三氮唑，溶液"
"7117"	"表4"	"288-88-0"	"288-88-0"	"1,2,4-三氮唑"
"7118"	"表4"	"61-82-5[甲醇溶液]"	"61-82-5"	"3-氨基-1H-1,2,4-三氮唑，甲醇溶液"
"7119"	"表4"	"61-82-5"	"61-82-5"	"3-氨基-1H-1,2,4-三氮唑"
"7120"	"表2"	"86-74-8"	"86-74-8"	"咔唑"
"7121"	"表2"	"57658-36-3"	"57658-36-3"	"5-巯基-1H-四氮唑-1-乙酸"
"7122"	"表4"	"41814-78-2[甲醇溶液]"	"41814-78-2"	"三环唑，甲醇溶液"
"7123"	"表4"	"41814-78-2[易燃溶剂溶液]"	"41814-78-2"	"三环唑，溶液"
"7124"	"表4"	"41814-78-2"	"41814-78-2"	"三环唑"
"7125"	"表2"	"29975-16-4"	"29975-16-4"	"艾司唑仑"
"7126"	"表2"	"27167-30-2"	"27167-30-2"	"奥沙唑仑，反式"
"7127"	"表2"	"24143-17-7"	"24143-17-7"	"奥沙唑仑"
"7128"	"表2"	"27223-35-4"	"27223-35-4"	"凯他唑仑"
"7129"	"表2"	"59128-97-1"	"59128-97-1"	"卤沙唑仑"
"7130"	"表2"	"24166-13-0"	"24166-13-0"	"氯噁唑仑"
"7131"	"表2"	"61197-73-7"	"61197-73-7"	"氯普唑仑"
"7132"	"表2"	"61197-93-1"	"61197-93-1"	"氯普唑仑，甲烷磺酸盐"
"7133"	"表2"	"57801-81-7"	"57801-81-7"	"溴替唑仑"
"7134"	"表4"	"85116-38-7[易燃溶剂溶液]"	"85116-38-7"	"(-)-B-二异松莰烯基烯丙基硼，溶液"
"7135"	"表4"	"85116-38-7"	"85116-38-7"	"(-)-B-二异松莰烯基烯丙基硼"
"7136"	"表2"	"14019-10-4"	"14019-10-4"	"(-)-α-地美庚醇"
"7137"	"表4"	"85116-37-6[易燃溶剂溶液]"	"85116-37-6"	"(-)-二异松蒎基氯硼烷，溶液"
"7138"	"表4"	"85116-37-6"	"85116-37-6"	"(-)-二异松蒎基氯硼烷"
"7139"	"表2"	"7488-49-5"	"7488-49-5"	"(-)-喷他佐辛"
"7140"	"表4"	"112246-73-8[易燃溶剂溶液]"	"112246-73-8"	"(+)-二异松蒎基氯硼烷，溶液"
"7141"	"表4"	"112246-73-8"	"112246-73-8"	"(+)-二异松蒎基氯硼烷"
"7142"	"表4"	"67375-30-8[易燃溶剂溶液]"	"67375-30-8"	"(±)-氯氰菊酯，溶液"
"7143"	"表4"	"67375-30-8"	"67375-30-8"	"(±)-氯氰菊酯"
"7144"	"表2"	"55643-30-6"	"55643-30-6"	"(±)-喷他佐辛"
"7145"	"表2"	"1199943-44-6"	"1199943-44-6"	"(1-戊基-1H-吲哚-3-基)(2,2,3,3-四甲基环丙基)甲酮"
"7146"	"表4"	"112022-83-0[甲苯溶液]"	"112022-83-0"	"(R)-(+)-2-甲基-CBS-噁唑硼烷，甲苯溶液"
"7147"	"表4"	"112022-83-0[易燃溶剂溶液]"	"112022-83-0"	"(R)-(+)-2-甲基-CBS-噁唑硼烷，溶液"
"7148"	"表4"	"112022-83-0"	"112022-83-0"	"(R)-(+)-2-甲基-CBS-噁唑硼烷"
"7149"	"表4"	"865812-10-8[甲苯溶液]"	"865812-10-8"	"(R)-(+)-邻甲苯基-CBS-噁唑硼烷，甲苯溶液"
"7150"	"表4"	"865812-10-8"	"865812-10-8"	"(R)-(+)-邻甲苯基-CBS-噁唑硼烷"
"7151"	"表2"	"22328-94-5"	"22328-94-5"	"(R)-(+)-司可巴比妥"
"7152"	"表2"	"138680-08-7"	"138680-08-7"	"(R)-佐匹克隆"
"7153"	"表4"	"112022-81-8[甲苯溶液]"	"112022-81-8"	"(S)-(-)-2-甲基-CBS-噁唑硼烷，甲苯溶液"
"7154"	"表4"	"112022-81-8"	"112022-81-8"	"(S)-(-)-2-甲基-CBS-噁唑硼烷"
"7155"	"表4"	"848821-58-9[甲苯溶液]"	"848821-58-9"	"(S)-(-)-α,α-二苯基-2-吡咯烷甲醇三甲基硅基醚，甲苯溶液"
"7156"	"表4"	"848821-58-9"	"848821-58-9"	"(S)-(-)-α,α-二苯基-2-吡咯烷甲醇三甲基硅基醚"
"7157"	"表4"	"463941-07-3[甲苯溶液]"	"463941-07-3"	"(S)-(-)-邻甲苯基-CBS-噁唑硼烷，甲苯溶液"
"7158"	"表4"	"463941-07-3"	"463941-07-3"	"(S)-(-)-邻甲苯基-CBS-噁唑硼烷"
"7159"	"表2"	"20224-45-7"	"20224-45-7"	"(S)-(-)-司可巴比妥"
"7160"	"表2"	"33795-24-3"	"33795-24-3"	"(S)-(+)-氯胺酮，盐酸盐"
"7161"	"表2"	"138729-47-2"	"138729-47-2"	"(S)-佐匹克隆"
"7162"	"表4"	"27304-13-8[甲苯溶液]"	"27304-13-8"	"氧氯丹，溶液，甲苯溶液"
"7163"	"表2"	"895155-26-7"	"895155-26-7"	"[1-(2-吗啉-4-基乙基)-1H-吲哚-3-基]-(2,2,3,3-四甲基环丙基)甲酮"
"7164"	"表2"	"335161-03-0"	"335161-03-0"	"[1-(5-氟戊基)-1H-吲哚-3-基](2-碘苯基)甲酮"
"7165"	"表2"	"895155-57-4"	"895155-57-4"	"[1-[(四氢-2H-吡喃-4-基)甲基]-1H-吲哚-3-基](2,2,3,3-四甲基环丙基)甲酮"
